duration,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,sjit,djit,swin,dwin,tcprtt,synack,ackdat,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,src_entropy,dst_entropy,failed_logins,dns_queries,unique_uri,user_agent_entropy,hour,day_of_week,proto,service,state,label
18.41778673920026,17,8,274423.65914352867,2351.9719569554504,45.997130032451295,64,255,51481.10153083503,955.3266081256229,15.623155168789568,0.8714801817301214,3.993871409512388,7.151231877272554,64240,8192,0.043464896590937455,0.026344793068215678,0.021182654065554283,4,5,4,12,7,3.6113344829931977,6.042746423154769,0,22,0,3.221042663068223,2,0,tcp,https,FIN,exfiltration
24.690764501886804,3,5,121.61841573662427,880.1980891471912,20.580377211697606,127,63,1725.5299740075359,388.70089075055165,61.95190668425928,52.09630739644865,0.17278889869246786,0.5738365473921292,8192,0,0.024999303835268057,0.016773606035464548,0.022840473062620353,8,1,6,1,3,5.736894773844651,4.4978611420430985,0,16,3,2.8220429448624103,19,5,tcp,dns,FIN,botnet_c2
19.78022505421999,8,12,198375.2602890755,449.65811962905747,40.93016595737335,64,128,20397.659129885124,230.882946691898,13.902908447185947,10.441805250406631,7.161039979255244,0.7097874907575036,64240,0,0.0468499537660018,0.02222016304650132,0.03351902523717269,6,1,8,9,7,2.469545656584932,7.030758068139512,1,26,1,3.9179566191491046,0,4,tcp,dns,RST,exfiltration
1.9918929854338518,18,10,1145.0002709892583,1765.5229884458613,44.72125481211032,127,63,295.7507606532533,4788.137540081788,3.529492949454547,5.027380480214442,7.7185984848164875,1.1551819981467908,64240,8192,0.07939155367563934,0.01243613452759779,0.013669621762670269,5,3,4,5,2,1.6360319615174874,1.4856048291988255,0,3,3,2.893336279799815,21,1,tcp,https,CON,benign
0.8324148941485414,11,13,491.50859202799853,385.7680995936837,23.428156904331054,63,64,952.4992410958049,930.3569877210183,9.084417803802946,17.03231058696404,0.21310560737203246,4.847970705594367,255,255,0.040321490539707655,0.02085058849247399,0.00915708492775376,7,4,7,5,3,2.3891975700367705,1.9250651908554723,0,4,6,2.0020038560225286,8,1,tcp,unknown,CON,benign
11.414581835337955,12,13,97021.09239036933,7457.191157469984,18.235904878231437,255,127,32063.734650633825,131.49826402921929,25.671141965227662,12.716287763107207,1.2235653308753922,4.209897446624392,0,8192,0.033935142889958844,0.03342077776071548,0.01997491957683663,8,4,5,7,3,1.340316524701913,5.529218995640941,0,24,0,1.5565676518485132,21,4,udp,ftp,CON,exfiltration
14.470268181129804,9,11,215111.23475006287,2113.885525218082,39.02033189823863,63,31,7842.567076104758,229.15839037132017,3.3467658713493704,6.897216775704837,0.5591316787651647,3.7705432618150443,8192,0,0.041195277657712887,0.034300505397014236,0.009713115054274388,6,3,7,3,3,3.496303819904811,5.336828266917476,0,30,4,1.6748205322090701,3,3,tcp,https,CON,exfiltration
0.603848951844091,15,13,924.8129284001773,398.3856634517368,114.99972050264333,127,128,2211.9691899480094,729.7991524460291,9.716408051043196,22.353362197802014,6.3981544436585915,1.681171944849735,0,0,0.04246447237597844,0.023071212664051075,0.010954122158119984,6,4,8,4,4,1.7778592719809074,2.945342495894188,0,8,2,2.6926689153403642,4,5,udp,https,FIN,benign
0.48098399198406994,21,11,965.3057609329625,363.2158355461301,60.588894589371876,31,63,3310.061242020483,161.2554187535634,9.950981067830748,8.01109332933386,2.310975019173009,5.444245850959226,8192,0,0.08975530561182582,0.0156710217849363,0.018581361214121586,6,6,8,4,6,1.2797046797782992,3.0321922790567992,0,7,2,3.8196900510505287,6,4,tcp,https,INT,benign
19.649400436437702,6,6,740.7131756027653,55.96118752122978,38.08560053057617,64,127,2203.627059953416,3904.084640313845,53.16884084526309,58.64310111346183,0.12266269146504802,0.6047891481585292,255,8192,0.04311105809844149,0.03447046011012829,0.019840855193434846,7,2,8,5,2,5.364100794772406,6.081668818188012,0,11,1,2.183609922192338,20,1,tcp,https,FIN,botnet_c2
71.27299801508056,13,7,2389.753811501395,120.8590988686744,16.766828333951487,128,255,1004.8522920647675,334.94895650944363,57.558437149066364,60.93940713645305,0.4786715702596511,0.4251612296922451,8192,255,0.017813208588262963,0.014312270961334344,0.0011698111082132888,12,4,3,9,6,5.993762759781533,6.65248169828382,0,13,1,3.8420326500613715,23,2,tcp,dns,CON,botnet_c2
25.86547992733836,15,5,214438.78696152061,1349.3525273467405,74.73692596081428,63,64,37526.07656180715,123.96707599777604,9.25227486239194,0.30242070933475623,9.300129301910259,3.5966598247268493,255,255,0.06337535180234369,0.03720056637342179,0.021065378402086925,5,3,5,6,5,1.912916897020887,5.166951408124438,0,24,0,1.7731622291402873,1,5,udp,https,CON,exfiltration
19.94829013387048,14,8,242205.02642548856,1478.9136969829397,13.588099359873409,31,63,60183.114653553006,766.3317840182383,2.16854729346304,17.66987914146171,3.3408376739126124,4.306871104298437,64240,0,0.024488035410430868,0.002853849356567458,0.022505409220645034,3,2,7,4,5,1.6610667607468383,6.3067443310372315,0,31,1,2.1988683258170423,3,6,tcp,ftp,CON,exfiltration
14.854348501422297,6,6,563.976082680129,1269.1917422872166,5.651497764408994,127,128,5267.594938249861,1938.2706841263685,59.361400670285605,63.25419909369902,0.18646024816050258,0.5964715695461896,255,255,0.028549085835780568,0.010886478437184956,0.020358207531007474,12,2,5,2,4,6.492836386371738,4.6412017371720795,0,19,4,1.5625111736135529,13,4,tcp,https,FIN,botnet_c2
0.8699686205370043,13,10,293.51158732671865,367.8591699336891,104.16024432649571,127,128,1013.9377379009469,2603.7737475341173,14.80207215136623,21.261014801502963,2.0857861971625424,0.7014519437693794,255,64240,0.06608422473012271,0.028557230922347458,0.01939260959258709,3,4,5,4,6,2.4552657177393953,3.0760409713440793,0,3,3,1.8509896449657246,11,4,udp,https,INT,benign
1.7649724091870373,14,11,2496.91335679699,141.22810721062916,86.72480951190849,127,127,1676.8508746250543,775.4233408625009,8.772009757673711,8.626670669499124,6.306168929898886,3.589757737757448,64240,64240,0.038294717901378256,0.024188198957064984,0.02304982669266246,32,4,2,5,5,3.9600363760769812,1.7456203352957442,0,4,42,6.596762195164518,17,3,tcp,https,CON,web_attack
7.886969836675162,11,17,99002.60009063859,284.2539692687635,21.19561806480981,64,31,35883.16531871642,798.104471432458,5.616400898784804,6.236787737736363,4.56272139849613,0.5522144746725096,0,0,0.07046432082424153,0.018043253948171932,0.02291249207274664,4,3,13,6,1,2.238393196078746,6.057475100732641,0,36,2,3.5401236106327345,23,4,tcp,https,FIN,exfiltration
2.7663092932954036,13,17,418.17132298883877,764.6084854120003,15.064237771003123,127,31,1377.229395275507,1962.1215329872618,15.034595490337392,2.1913052219893165,10.31718306637993,3.3193829165973225,8192,64240,0.044875323972990586,0.051458265135109135,0.02454930882940439,5,3,6,3,3,2.7762975247359525,1.2134884007450752,0,0,0,1.7627575530920037,4,1,tcp,https,REQ,benign
0.11760333165227364,16,5,354.88689007086106,1151.3466641651903,32.70171581865452,127,127,2682.0894266918676,3361.2791138543216,2.3792996714808585,8.283378434188469,4.745925392195695,2.126620714771357,255,8192,0.046107075512747814,0.021248228969181278,0.023579933493757574,4,3,7,3,6,2.6039855515221464,3.7404510296280975,0,8,1,1.7177386766286373,5,1,tcp,unknown,RST,benign
1.5041588381980748,10,15,2248.607294187883,601.6252461492868,164.1498165371312,63,64,1406.7209810077954,1133.7342687962248,4.568090751064245,3.9235939572267204,3.479434323012561,4.126094847947981,64240,64240,0.04042464096353667,0.006909919111444937,0.006645382852053263,30,1,9,8,5,3.0859244077945216,2.7192791663887492,0,1,42,6.494700718453785,7,1,tcp,http,CON,web_attack
0.18882414610523346,13,12,2348.5605516010487,149.25876555917068,109.88088539949615,31,255,2674.548472294094,2992.4499971833216,4.233187743580784,7.819485585721099,4.435924559276762,4.2900295509376924,8192,64240,0.05194887095435229,0.026569697493797135,0.021985892077713242,28,5,6,2,8,3.9140382581231496,1.2431352881069824,0,2,44,7.13584100848059,4,1,tcp,http,CON,web_attack
0.8616341309090996,18,9,5242.066161231454,2346.7996922703746,44.15703753529498,64,128,1819.1390948167495,2125.4655435038803,27.28364303113137,4.747183075448728,1.2061827494291044,8.270786159829939,8192,64240,0.02581503544556697,0.012701167293180632,0.02277298193433782,28,4,6,6,1,3.3826041821134845,2.9935236443905042,0,0,42,5.916822409761236,18,0,tcp,https,REQ,web_attack
13.680471422637623,2,5,338.2905130365827,593.4371032846516,70.01186539930023,128,127,1844.083588795826,7284.595210976354,48.20004020708368,56.58241515398735,0.26508380936641196,0.698627555228599,64240,0,0.05337648580859722,0.02723188685364167,0.012135198867973873,6,3,6,1,4,4.79470282648867,4.8326611141188724,0,16,0,3.1761985643860497,15,6,tcp,dns,CON,botnet_c2
1.0692976191346737,9,7,1370.310459379296,76.24868007717602,101.01410845187756,64,128,266.08483924610516,4557.926465920569,1.0269149970110825,10.182503872749452,2.8157446986775243,7.774331257769811,0,64240,0.06648256456695864,0.03167041269086148,0.03484271785106624,41,1,7,9,6,2.23638027007236,1.712686801207591,0,2,34,4.564236647361948,1,0,icmp,http,CON,web_attack
7.1395525570791385,21,12,187250.85321738545,1765.8203649990305,9.564680762322132,128,255,19977.139196581793,43.662204487835396,17.649892298154022,1.3392846489565304,0.2622886797496163,2.030718612211773,255,255,0.04386288180974529,0.009744172245864132,0.04198790722600111,5,4,11,5,5,3.430037000596394,5.142423698865431,0,27,1,1.9041493088953452,3,6,tcp,https,FIN,exfiltration
32.344805816023786,6,9,280.35818226136047,824.4821804173346,1.4732590779526675,63,64,1270.4965327550597,5782.062330915737,61.27275210025674,60.04747327261214,0.38762308589002203,0.5350809285730989,0,64240,0.035747281950844936,0.02443035758812964,0.024628753458827927,8,3,4,5,2,4.5878421562664915,4.048003025612836,0,13,1,1.5417221075223762,14,2,tcp,dns,FIN,botnet_c2
0.5283311889541369,8,11,4657.48827933654,139.41519175785018,197.42892886598233,128,127,1850.3587802118452,2913.7173606640804,7.903962844561482,10.174120954170101,0.18331040170543056,18.05157153890271,0,255,0.06818711295862928,0.01514818520050791,0.005599557352176628,37,4,5,7,2,1.9639404442237756,1.0888574649735931,0,6,48,6.505591056958998,10,1,tcp,https,REQ,web_attack
15.434865569988386,12,7,132529.5426346201,2003.8936831093931,2.900290956451279,127,255,30973.2671967926,1767.7447064762196,2.670011911105685,1.9812347368090055,3.194266183444152,6.8705953745749895,64240,64240,0.03497315572188741,0.010363549209549407,0.03351010800503446,6,4,8,6,4,1.4305160705891387,6.274220307258819,0,24,1,3.459568009290628,21,2,udp,https,CON,exfiltration
1.5854441124355112,10,12,1617.745198700206,572.6498204808989,197.17299881386884,64,255,4770.023729217535,3525.033538387917,7.880549206440792,12.136075920428777,1.8129583561364728,0.9415774191311481,64240,255,0.09732357950284248,0.012846767599696558,0.017823500833041527,32,4,8,5,5,1.5471653161418315,3.0974767179679072,0,2,44,6.012202941882711,19,5,tcp,https,FIN,web_attack
0.005981810949498262,17,13,2073.2118313746214,197.68329926894532,85.23601317808887,63,63,1208.359489667373,1166.049046055553,17.14731904574863,5.36766092629916,0.23024074778170103,3.5384245022964596,64240,255,0.005919491259456157,0.030141355250534012,0.028223441722550348,31,1,6,6,6,3.1486411642741934,1.943902150965306,0,3,53,5.436404795190552,14,6,udp,https,FIN,web_attack
0.059433006695931934,15,13,984.6504559755837,819.5828214859071,4.931215893224575,127,127,4780.740724499801,5092.77247203259,5.443577746816857,4.481318812646401,0.9020159284611491,1.5878279516650322,255,8192,0.09690698191826919,0.025598374697513814,0.016500370379915075,4,4,4,5,3,3.745068870315116,1.3475557501042719,0,2,1,3.233383000923343,9,1,tcp,https,FIN,benign
0.051339994947501445,12,19,370.0576219711941,329.2134109425892,24.092511526823817,31,64,1877.4553082826737,4196.190706627897,7.538440614774237,5.844617354816687,1.6300793233545159,4.720598624125595,64240,64240,0.04328920818684451,0.02345691316306752,0.021710508112520385,3,3,6,5,2,1.5894598364290125,3.6433922761634383,0,3,0,2.9956234789328686,23,4,tcp,http,REQ,benign
0.030435953974513437,7,1,339.6280796751674,99.35735398510081,179.02236270794035,255,127,1630.5962037364654,463.7116923850849,7.296766311155684,6.18506721727657,2.78258272896662,2.2716078287384796,8192,8192,0.05489599699702161,0.039137405956338696,0.01614207544364106,5,7,46,58,45,1.8327020402735736,1.1111324239193503,1,0,1,2.8287720580185254,1,2,tcp,http,REQ,reconnaissance
1.4631632798104663,9,11,615.1558020423629,476.3518067088008,27.648042525792324,64,64,2058.829721772115,2637.5859276151964,10.42886665414291,5.376052834734224,4.923691164429377,7.3390524678345175,8192,0,0.03824248288269686,0.028664711001222424,0.015174011671133535,3,4,7,9,4,2.640182886450389,3.2345169643826486,0,0,4,3.736195562683088,14,3,tcp,smtp,RST,benign
2.1888467431659993,20,10,5365.066831254942,893.5160779432159,88.4482533473961,128,255,1805.6567335712807,424.87886461332755,5.687057295440119,9.45852783001646,16.11113587636965,6.288838023854753,64240,8192,0.07178806438902097,0.03002456073041706,0.0268934394525328,30,5,10,6,4,2.1885535198896617,1.3027295810406518,0,3,48,5.591656879786364,5,3,tcp,https,CON,web_attack
85.16994193126617,5,6,767.6351341765874,993.6501110191293,45.26928734908606,255,31,3636.6368298697225,3461.830018621166,62.18369144977477,54.31162931625869,0.17399858961534534,0.6480720095787437,0,0,0.04381949966656991,0.009105865021382203,0.006129828266207152,5,5,7,2,4,6.671647539244294,5.643399452816145,0,7,1,3.1084871304703423,19,0,tcp,https,FIN,botnet_c2
1.5045159395988976,9,11,2038.5687673199081,353.92923692490155,174.89969427836982,128,31,3146.8295240753246,2047.719059384456,7.5563408859083365,15.330595892149965,0.5559818997840305,0.4383523672559697,8192,0,0.051314600218108734,0.03677598767134925,0.01573800161097248,34,6,9,2,5,1.4811531601159016,1.9774722927847224,0,1,43,7.261233448291421,1,2,udp,https,FIN,web_attack
117.59360795147057,8,8,864.994191180997,263.99821368655,60.19812887576985,31,128,2386.541826868261,1655.3975236204633,59.372357060094046,55.31432003904029,0.22191043027030896,0.7209016840787564,255,255,0.06191706108162006,0.0034817948569014386,0.010845972869685918,6,2,12,4,6,6.7017039483064345,5.45486416637827,0,11,1,1.7215558685710595,0,3,tcp,https,FIN,botnet_c2
2.259332188887361,12,8,3999.137097901291,157.31524082502972,115.04072722836437,31,128,4775.0502096473665,680.749353862286,6.784791886358738,3.478981982787351,0.3506495272258597,5.776508482271879,255,255,0.052646683521807264,0.01330654845584301,0.03693857155557872,29,3,7,5,3,3.00318980509845,1.650302615782833,1,0,41,6.776682153242344,15,5,tcp,http,FIN,web_attack
15.873650022907592,5,8,166.97132541934786,583.39024861293,9.99654554281244,63,63,3253.3187245519994,1514.2807983607386,60.87458097777171,60.15800348258945,0.18124972610272286,0.7834460567076488,0,0,0.0460327879519054,0.03475221995841703,0.021111194582208788,7,4,8,5,3,5.882336667019837,5.895411323120192,0,14,3,3.6449023045214477,19,0,udp,dns,CON,botnet_c2
0.07355470520438794,4,1,108.19166748450796,37.76338066052875,224.56230218027198,127,64,5953.722970513822,744.6389045544538,3.166596618256766,12.47040738677894,12.950907697054017,4.383083641544732,8192,0,0.015191825450580183,0.019228585823402672,0.015916420521579332,6,4,42,60,46,2.935948110567308,3.2281574546842524,1,5,3,2.520408885601891,10,6,tcp,unknown,REQ,reconnaissance
0.8083417521368909,15,12,164.5273996867726,637.8201885921279,19.121930802555703,128,31,2194.928808546501,3509.874616459345,11.860199081219125,2.496339707331924,1.6277235674256048,9.26509152093541,255,8192,0.03919694648925498,0.040821585371731174,0.024436518005623662,8,1,5,9,1,3.9305033800956366,2.558342542912279,0,1,3,2.793847345773682,10,6,tcp,dns,FIN,benign
0.3157850874416559,16,17,5300.612945159627,253.56016422638945,155.30922073556968,31,63,761.9462485956374,2419.455116713343,5.9005602140212705,4.683948841451831,8.618575001618014,1.8064688198600136,8192,8192,0.07170328554821163,0.020178425979046177,0.021022153129348735,31,1,7,6,5,3.715896556852321,2.4888226443547614,0,4,39,6.821209495867119,2,4,tcp,https,FIN,web_attack
1.5943099076757787,19,13,592.8201576403411,887.2638322047382,100.57594002208855,127,127,4182.778914379321,737.2568210515625,3.5430661587925636,7.305014796922451,8.428393164947522,9.65457193727373,0,64240,0.0570541789624469,0.007640177596203257,0.018773603875510636,28,2,7,4,4,3.023537536738639,2.353718689840206,0,2,49,6.83892184388917,9,4,tcp,https,FIN,web_attack
0.06625706832068523,13,7,422.3167107266397,1061.7577714159765,45.1067781971243,63,127,483.39622959771134,1615.6932496651955,6.724884417490588,4.5985641603897,8.587179432470773,2.121541011261396,64240,0,0.08219310237046787,0.030309431235506258,0.000927607144654001,4,4,5,2,4,2.0166132496605265,2.821111587833434,0,4,2,1.8385952212834518,12,2,tcp,http,FIN,benign
0.9533050648886259,12,10,416.94508092155786,744.2017413763093,18.20892844290203,255,128,819.4218013557593,1619.2567575745838,8.415056110271609,8.546212000440127,1.5421665352856628,5.281058989905457,0,8192,0.03213469641552504,0.011260609114079374,0.038439762781271605,4,2,5,4,3,1.444224646811915,1.6362271857506254,0,1,1,3.7365195909431534,6,3,udp,http,FIN,benign
0.3343565395136915,28,17,729.2788464387231,1555.060563686325,72.11180114692498,128,255,995.1241921817607,127.1397027075992,1.6091670612619493,4.961555431884098,7.646217328631587,1.9879580657464384,64240,255,0.046863783550089744,0.004382539959800206,0.015704439965384665,39,24,2,4,2,1.783966152504358,1.7764300629469543,17,4,0,3.1747901550253985,3,2,icmp,ssh,FIN,brute_force
0.29006471504078346,10,14,1663.5478925212146,815.5351366882752,79.87211774995558,64,64,3630.8818079985226,8622.685706145605,29.50673577186408,7.616791071252278,7.016527709235698,0.606707258051425,0,0,0.0956229539198867,0.017637769905328244,0.022654492714627023,5,4,9,3,2,2.3849967271762837,2.4810740484744613,0,4,1,2.057828827400664,15,2,tcp,https,RST,benign
11.164787865085994,7,9,204009.09158200992,1129.8326262940705,13.81014988440001,63,31,28995.497289892908,75.7692795739155,9.715569173221015,3.2787291365217612,8.960700423384367,2.234184332713524,8192,255,0.038385112820442255,0.010323725886507278,0.035382125149473045,4,3,11,5,4,2.1725420043313957,6.682679724809974,0,26,2,2.656914810204257,23,0,tcp,https,FIN,exfiltration
17.865231008998805,5,8,320.9736561543793,588.0200325598286,39.5279230061173,128,128,1754.8908105983623,943.6453765199142,62.30920551624076,56.798957981996814,0.3855308194080802,0.1145125048759329,64240,64240,0.01653390487391019,0.008753677564243523,0.00490574316817032,5,3,6,9,1,4.657073114023994,4.361712797374148,1,16,3,3.161893932210712,8,6,udp,https,FIN,botnet_c2
